code;nom;latitude;longitude;region;statut;zone_hta;zone_complete
MARCI;MARCIGNY;46.2713727036758;4.04539588077636;BOURGOGNE-FRANCHE-COMTé;Disponible;Poste en zones d'injection photovoltaïque HTA;Poste en zones d'injection photovoltaïque HTA
MARC5;MARCILLAC;45.2152281962752;2.03758482423354;NOUVELLE-AQUITAINE;Disponible;Poste pas concernée par des contraintes locales de réseau;Poste pas concernée par des contraintes locales de réseau
MARC6;MARCILLY;47.5133437473554;5.13461302385838;BOURGOGNE-FRANCHE-COMTé;Disponible;Poste en zones de soutirage HTA;Poste en zones de soutirage HTA et HTB
MARCK;MARCKOLSHEIM;48.1536620403045;7.5878008736363;GRAND EST;Disponible;Poste en zones d'injection photovoltaïque HTA;Poste en zones d'injection photovoltaïque HTA
MARCL;MARCLAZ;46.3480940214081;6.44945581994839;AUVERGNE-RHôNE-ALPES;Disponible;Poste pas concernée par des contraintes locales de réseau;Poste pas concernée par des contraintes locales de réseau
MARCO;MARCOULE;44.1466300669422;4.7053360711716;OCCITANIE;Disponible;Poste pas concernée par des contraintes locales de réseau;Poste pas concernée par des contraintes locales de réseau
MAREN;MARENNES;45.8262802673363;-1.12294153368952;NOUVELLE-AQUITAINE;Disponible;Poste en zones de soutirage HTA;Poste en zones de soutirage HTA et HTB
MARG5;MARGATS;48.8103420272177;3.10118021752462;ÎLE-DE-FRANCE;Disponible;Poste pas concernée par des contraintes locales de réseau;Poste pas concernée par des contraintes locales de réseau
MARGA;MARGAUX;45.0433584323973;-0.684136242662187;NOUVELLE-AQUITAINE;Disponible;Poste en zones de soutirage HTA;Poste en zones de soutirage HTA et HTB
MARGE;MARGERIDE;44.7914156669191;3.28131265843605;OCCITANIE;Disponible;Poste pas concernée par des contraintes locales de réseau;Poste en zones d'injection photovoltaïque HTB
MARGU;MARGUAND (SNCF);48.6938421526208;1.85709867230381;ÎLE-DE-FRANCE;Disponible;Poste pas concernée par des contraintes locales de réseau;Poste pas concernée par des contraintes locales de réseau
MARI6;MARIE;45.0442347690394;5.01669413645924;AUVERGNE-RHôNE-ALPES;Disponible;Poste en zones d'injection photovoltaïque HTA;Poste en zones d'injection photovoltaïque HTA et HTB
M.LOU;MARIE-LOUISE;47.8307556003165;7.27279520885401;GRAND EST;Disponible;Poste en zones de soutirage HTA;Poste en zones de soutirage HTA et HTB
MARIE;MARIENAU;49.1741497209121;6.86618759352417;GRAND EST;Disponible;Poste pas concernée par des contraintes locales de réseau;Poste en zones de soutirage HTB
MARLE;MARLE;49.7509839523451;3.76735660185001;HAUTS-DE-FRANCE;Disponible;Poste pas concernée par des contraintes locales de réseau;Poste pas concernée par des contraintes locales de réseau
MARL6;MARLENHEIM;48.6118970824094;7.52636760139263;GRAND EST;Disponible;Poste pas concernée par des contraintes locales de réseau;Poste en zones de soutirage HTB
MARL8;MARLY;49.0833832089359;6.14638501688111;GRAND EST;Disponible;Poste pas concernée par des contraintes locales de réseau;Poste pas concernée par des contraintes locales de réseau
MARMA;MARMAGNE;47.1019828063227;2.26026411751319;CENTRE-VAL DE LOIRE;En construction (déduit selon data Capareseau);Poste pas concernée par des contraintes locales de réseau;Poste en zones d'injection photovoltaïque HTB
MARM5;MARMANDE;44.513700017263;0.168517622395444;NOUVELLE-AQUITAINE;Saturé;Poste en zones de soutirage HTA;Poste en zones de soutirage HTA et HTB
MARNA;MARNAVAL;48.6276618333636;4.99083263411833;GRAND EST;Disponible;Poste pas concernée par des contraintes locales de réseau;Poste pas concernée par des contraintes locales de réseau
MARN5;MARNIERE;49.0089805861242;1.40596113504276;NORMANDIE;Disponible;Poste en zones de soutirage HTA;Poste en zones de soutirage HTA et HTB
MARNI;MARNISE (LA);45.7280186497153;5.69621882034969;AUVERGNE-RHôNE-ALPES;Disponible;Poste pas concernée par des contraintes locales de réseau;Poste en zones de soutirage HTB
MAROL;MAROLLES;48.7193869353758;4.61282672017212;GRAND EST;Disponible;Poste en zones d'injection photovoltaïque HTA;Poste en zones d'injection photovoltaïque HTA et HTB
MARO2;MAROLLES 2;48.7058134624525;4.76761675017754;GRAND EST;En construction (déduit selon data Capareseau);Poste pas concernée par des contraintes locales de réseau;Poste pas concernée par des contraintes locales de réseau
MQION;MARQUION;50.215978013308;3.06951206847062;HAUTS-DE-FRANCE;Disponible;Poste pas concernée par des contraintes locales de réseau;Poste pas concernée par des contraintes locales de réseau
MQISE;MARQUISE;50.8066792099959;1.72021404778449;HAUTS-DE-FRANCE;Disponible;Poste pas concernée par des contraintes locales de réseau;Poste pas concernée par des contraintes locales de réseau
MARSA;MARSAC;45.1920540872998;0.665377091442636;NOUVELLE-AQUITAINE;Disponible;Poste en zones de soutirage HTA;Poste en zones de soutirage HTA et HTB
MARSI;MARSILLON;43.3850425076496;-0.593907658453919;NOUVELLE-AQUITAINE;Disponible;Poste pas concernée par des contraintes locales de réseau;Poste pas concernée par des contraintes locales de réseau
MRGUE;MARTIGUES;43.4095670024729;5.04717180848408;PROVENCE-ALPES-CôTE D’AZUR;Disponible;Poste pas concernée par des contraintes locales de réseau;Poste pas concernée par des contraintes locales de réseau
MRLLA;MARTILLAC;44.7221367814401;-0.52541813244843;NOUVELLE-AQUITAINE;Disponible;Poste en zones de soutirage HTA;Poste en zones de soutirage HTA et HTB
MRLOQ;MARTILOQUE;44.4973745070585;0.945613670394529;NOUVELLE-AQUITAINE;Disponible;Poste en zones d'injection photovoltaïque HTA;Poste en zones d'injection photovoltaïque HTA et HTB
M.VEY;MARTRES DE VEYRE;45.679055204273;3.20273692465606;AUVERGNE-RHôNE-ALPES;Disponible;Poste en zones de soutirage HTA;Poste en zones de soutirage HTA et HTB
MARTY;MARTYRE (LA);48.4441064440964;-4.19346953167134;BRETAGNE;Disponible;Poste pas concernée par des contraintes locales de réseau;Poste pas concernée par des contraintes locales de réseau
MARZA;MARZAN;47.5319891730107;-2.32787930983638;BRETAGNE;Disponible;Poste en zones de soutirage HTA;Poste en zones de soutirage HTA et HTB
MARZE;MARZENS;43.6690922892636;1.79644539546399;OCCITANIE;Disponible;Poste pas concernée par des contraintes locales de réseau;Poste pas concernée par des contraintes locales de réseau
M.BRU;MAS-BRUNO;42.696142771437;2.85882059476261;OCCITANIE;Disponible;Poste pas concernée par des contraintes locales de réseau;Poste pas concernée par des contraintes locales de réseau
M.GOU;MAS-DE-GOUIN;43.6249524749666;4.80581469241894;PROVENCE-ALPES-CôTE D’AZUR;Disponible;Poste en zones d'injection photovoltaïque HTA;Poste en zones d'injection photovoltaïque HTA
MASEV;MASEVAUX;47.7766762556275;6.99793408221073;GRAND EST;Disponible;Poste en zones de soutirage HTA;Poste en zones de soutirage HTA et HTB
M.NOU;MAS-NOU;42.8021721851081;2.8917445185676;OCCITANIE;Disponible;Poste en zones d'injection photovoltaïque HTA;Poste en zones d'injection photovoltaïque HTA et HTB
M.POI;MAS-POINTU;43.5947226050525;4.91988364806445;PROVENCE-ALPES-CôTE D’AZUR;Disponible;Poste pas concernée par des contraintes locales de réseau;Poste pas concernée par des contraintes locales de réseau
MASQU;MASQUET;44.6192313550878;-0.941336958709314;NOUVELLE-AQUITAINE;En construction (déduit selon data Capareseau);Poste pas concernée par des contraintes locales de réseau;Poste en zones de soutirage HTB
MASSI;MASSIAC;45.2510973651938;3.14749288157208;AUVERGNE-RHôNE-ALPES;Disponible;Poste en zones d'injection photovoltaïque HTA;Poste en zones d'injection photovoltaïque HTA et HTB
MASSY;MASSY;48.7230044706448;2.28146557366502;ÎLE-DE-FRANCE;Disponible;Poste en zones de soutirage HTA;Poste en zones de soutirage HTA et HTB
MASTA;MASTAING;50.2972905232439;3.29149916543938;HAUTS-DE-FRANCE;Disponible;Poste pas concernée par des contraintes locales de réseau;Poste pas concernée par des contraintes locales de réseau
MATEL;MATEL;46.0535484072537;4.09831079030384;AUVERGNE-RHôNE-ALPES;Disponible;Poste pas concernée par des contraintes locales de réseau;Poste pas concernée par des contraintes locales de réseau
MATHA;MATHA;45.8710519494205;-0.327154433631939;NOUVELLE-AQUITAINE;Disponible;Poste pas concernée par des contraintes locales de réseau;Poste pas concernée par des contraintes locales de réseau
MATRA;MATRAS;44.0381902418867;1.36572562864068;OCCITANIE;Disponible;Poste en zones de soutirage HTA;Poste en zones de soutirage HTA et HTB
MAUBE;MAUBEUGE;50.2632053546846;3.92893109004622;HAUTS-DE-FRANCE;Disponible;Poste pas concernée par des contraintes locales de réseau;Poste pas concernée par des contraintes locales de réseau
MAUBO;MAUBOURGUET;43.4678763014847;0.0219885142002525;OCCITANIE;Disponible;Poste en zones de soutirage HTA;Poste en zones de soutirage HTA et HTB
MAUGE;MAUGES (LES);47.2673585469633;-0.942963447529874;PAYS DE LA LOIRE;Disponible;Poste pas concernée par des contraintes locales de réseau;Poste pas concernée par des contraintes locales de réseau
MAUGU;MAUGUIO;43.6262990423111;4.00355092749254;OCCITANIE;Disponible;Poste en zones de soutirage HTA;Poste en zones de soutirage HTA et HTB
MAULE;MAULEON;46.9310855907067;-0.722550339513061;NOUVELLE-AQUITAINE;Disponible;Poste pas concernée par des contraintes locales de réseau;Poste pas concernée par des contraintes locales de réseau
MAUPA;MAUPAS (A CONTEAULT);48.9127435187122;4.80628535719265;GRAND EST;Disponible;Poste pas concernée par des contraintes locales de réseau;Poste pas concernée par des contraintes locales de réseau
MAURI;MAURIAC;45.2183798048529;2.34864144024059;AUVERGNE-RHôNE-ALPES;Disponible;Poste en zones d'injection photovoltaïque HTA;Poste en zones d'injection photovoltaïque HTA et HTB
MAURS;MAURS;44.6994747196644;2.20585289546999;AUVERGNE-RHôNE-ALPES;Disponible;Poste en zones d'injection photovoltaïque HTA;Poste en zones d'injection photovoltaïque HTA et HTB
MAUZA;MAUZAC;44.8543517015396;0.806758515427258;NOUVELLE-AQUITAINE;Disponible;Poste pas concernée par des contraintes locales de réseau;Poste pas concernée par des contraintes locales de réseau
MAYEN;MAYENNE;48.2892001935798;-0.618538339469564;PAYS DE LA LOIRE;Disponible;Poste pas concernée par des contraintes locales de réseau;Poste pas concernée par des contraintes locales de réseau
MAYET;MAYET;45.0274529227146;0.339607475349809;NOUVELLE-AQUITAINE;Disponible;Poste en zones de soutirage HTA;Poste en zones de soutirage HTA et HTB
MAZAM;MAZAMET;43.5120341288156;2.36422763157476;OCCITANIE;Disponible;Poste pas concernée par des contraintes locales de réseau;Poste pas concernée par des contraintes locales de réseau
MAZAR;MAZARGUES;43.2542210079568;5.40386163999287;PROVENCE-ALPES-CôTE D’AZUR;Disponible;Poste en zones de soutirage HTA;Poste en zones de soutirage HTA et HTB
MAZE;MAZE;47.435379622307;-0.267833039469764;PAYS DE LA LOIRE;Disponible;Poste en zones de soutirage HTA;Poste en zones de soutirage HTA et HTB
MAZIE;MAZIERES;47.0658192965545;2.3912948233493;CENTRE-VAL DE LOIRE;Disponible;Poste en zones d'injection photovoltaïque HTA;Poste en zones d'injection photovoltaïque HTA et HTB
MAZUR;MAZURES;49.9054761685914;4.62592180807862;GRAND EST;Disponible;Poste pas concernée par des contraintes locales de réseau;Poste en zones de soutirage HTB
MEDIT;MEDITERRANEE;43.5808353466166;1.47699241387818;OCCITANIE;Disponible;Poste pas concernée par des contraintes locales de réseau;Poste pas concernée par des contraintes locales de réseau
M.ATL;MEDOC ATLANTIQUE;45.2339406737939;-0.957177226706464;NOUVELLE-AQUITAINE;Disponible;Poste pas concernée par des contraintes locales de réseau;Poste pas concernée par des contraintes locales de réseau
MEDOQ;MEDOQUINE;44.8172704394843;-0.598006213369467;NOUVELLE-AQUITAINE;Disponible;Poste pas concernée par des contraintes locales de réseau;Poste pas concernée par des contraintes locales de réseau
MEDUL;MEDULLIENNE;44.8725047009086;-0.909608234294486;NOUVELLE-AQUITAINE;En construction (déduit selon data Capareseau);Poste pas concernée par des contraintes locales de réseau;Poste pas concernée par des contraintes locales de réseau
MEGEV;MEGEVE;45.8579736518982;6.61290867477025;AUVERGNE-RHôNE-ALPES;Disponible;Poste en zones de soutirage HTA;Poste en zones de soutirage HTA et HTB
MEHUN;MEHUN-SUR-YEVRE;47.1534986124957;2.19654234715858;CENTRE-VAL DE LOIRE;Disponible;Poste en zones d'injection photovoltaïque HTA;Poste en zones d'injection photovoltaïque HTA et HTB
MEINA;MEINAU;48.5594245133112;7.73543350084856;GRAND EST;Disponible;Poste pas concernée par des contraintes locales de réseau;Poste pas concernée par des contraintes locales de réseau
MELGV;MELGVEN;47.9104346499971;-3.83308950824828;BRETAGNE;Disponible;Poste en zones de soutirage HTA;Poste en zones de soutirage HTA et HTB
MELI5;MELINCOLS;46.9482455702563;5.86087725786601;BOURGOGNE-FRANCHE-COMTé;Disponible;Poste en zones de soutirage HTA;Poste en zones de soutirage HTA et HTB
MELLE;MELLE;46.2136942247538;-0.142056453464136;NOUVELLE-AQUITAINE;Disponible;Poste pas concernée par des contraintes locales de réseau;Poste pas concernée par des contraintes locales de réseau
CDCMP;MELLOIS EN POITOU;45.9494987900631;-0.0699610415448574;NOUVELLE-AQUITAINE;En construction (déduit selon data Capareseau);Poste pas concernée par des contraintes locales de réseau;Poste pas concernée par des contraintes locales de réseau
MELUN;MELUN (SNCF);48.5171246755168;2.66771076151187;ÎLE-DE-FRANCE;Disponible;Poste pas concernée par des contraintes locales de réseau;Poste pas concernée par des contraintes locales de réseau
MENDE;MENDE;44.5285374612687;3.49736014040615;OCCITANIE;Disponible;Poste en zones d'injection photovoltaïque HTA;Poste en zones d'injection photovoltaïque HTA et HTB
MENES;MENESPLET;45.0090700365602;0.128314325504692;NOUVELLE-AQUITAINE;Disponible;Poste en zones de soutirage HTA;Poste en zones de soutirage HTA et HTB
MENTO;MENTON;43.7840868335405;7.49396633402151;PROVENCE-ALPES-CôTE D’AZUR;Disponible;Poste en zones de soutirage HTA;Poste en zones de soutirage HTA et HTB
MENUS;MENUS;48.8473978963251;2.23501836952053;ÎLE-DE-FRANCE;Disponible;Poste en zones de soutirage HTA;Poste en zones de soutirage HTA et HTB
MERAN;MERANTAIS;48.7507008085768;2.06313746078573;ÎLE-DE-FRANCE;Disponible;Poste en zones de soutirage HTA;Poste en zones de soutirage HTA et HTB
MERDR;MERDRIGNAC;48.184687603322;-2.41775412288046;BRETAGNE;Disponible;Poste pas concernée par des contraintes locales de réseau;Poste pas concernée par des contraintes locales de réseau
MEREN;MERENS;42.6425026279021;1.83146512756139;OCCITANIE;Disponible;Poste pas concernée par des contraintes locales de réseau;Poste pas concernée par des contraintes locales de réseau
MERIE;MERIE;47.8301769388845;1.96915703946112;CENTRE-VAL DE LOIRE;Disponible;Poste en zones de soutirage HTA;Poste en zones de soutirage HTA et HTB
MERIG;MERIGNAC;44.8495710348768;-0.670650011786454;NOUVELLE-AQUITAINE;Disponible;Poste en zones de soutirage HTA;Poste en zones de soutirage HTA et HTB
MERLA;MERLATIERE;46.7762152853691;-1.3299202794641;PAYS DE LA LOIRE;En construction (déduit selon data Capareseau);Poste pas concernée par des contraintes locales de réseau;Poste en zones de soutirage HTB
MERMO;MERMOZ;45.7378779716518;4.87089220523349;AUVERGNE-RHôNE-ALPES;Disponible;Poste pas concernée par des contraintes locales de réseau;Poste pas concernée par des contraintes locales de réseau
MERON;MERON;47.1146210771929;-0.121269228563961;PAYS DE LA LOIRE;Disponible;Poste pas concernée par des contraintes locales de réseau;Poste pas concernée par des contraintes locales de réseau
M.SEI;MERY-SUR-SEINE;48.5198213344197;3.91834981628767;GRAND EST;Disponible;Poste pas concernée par des contraintes locales de réseau;Poste pas concernée par des contraintes locales de réseau
MESLA;MESLAY;47.9430853987595;-0.549489629198366;PAYS DE LA LOIRE;Disponible;Poste en zones de soutirage HTA;Poste en zones de soutirage HTA et HTB
MESNI;MESNIL;49.0721484957517;-1.02746364842594;NORMANDIE;Disponible;Poste en zones de soutirage HTA;Poste en zones de soutirage HTA et HTB
MESSA;MESSAC;47.8295561792658;-1.78671474591578;BRETAGNE;Disponible;Poste en zones d'injection photovoltaïque HTA;Poste en zones d'injection photovoltaïque HTA et HTB
MESSI;MESSIMY;45.6976579547746;4.67437490508235;AUVERGNE-RHôNE-ALPES;Disponible;Poste en zones de soutirage HTA;Poste en zones de soutirage HTA et HTB
METZ6;METZANGE (USINOR);49.3614687560965;6.10042906831718;GRAND EST;Disponible;Poste en zones de soutirage HTA;Poste en zones de soutirage HTA et HTB
MEUNI;MEUNIERES(LES);45.922359024154;4.87172435693938;AUVERGNE-RHôNE-ALPES;Disponible;Poste pas concernée par des contraintes locales de réseau;Poste pas concernée par des contraintes locales de réseau
MEXIM;MEXIMIEUX;45.9066673290516;5.21499788802285;AUVERGNE-RHôNE-ALPES;Disponible;Poste en zones de soutirage HTA;Poste en zones de soutirage HTA et HTB
MEXY;MEXY;49.5037485384624;5.76849667778192;GRAND EST;Disponible;Poste pas concernée par des contraintes locales de réseau;Poste pas concernée par des contraintes locales de réseau
MEYLA;MEYLAN;45.2061416408623;5.78773139949667;AUVERGNE-RHôNE-ALPES;Disponible;Poste en zones de soutirage HTA;Poste en zones de soutirage HTA et HTB
MEYME;MEYMES;44.5024633751147;1.17428411359708;OCCITANIE;Disponible;Poste en zones d'injection photovoltaïque HTA;Poste en zones d'injection photovoltaïque HTA et HTB
MEYRA;MEYRARGUES;43.6435793027966;5.51367896730816;PROVENCE-ALPES-CôTE D’AZUR;Disponible;Poste pas concernée par des contraintes locales de réseau;Poste pas concernée par des contraintes locales de réseau
MEYSS;MEYSSE;44.6133309359151;4.72994086384176;AUVERGNE-RHôNE-ALPES;Disponible;Poste pas concernée par des contraintes locales de réseau;Poste pas concernée par des contraintes locales de réseau
MEYTH;MEYTHET;45.9175037057769;6.10178716056161;AUVERGNE-RHôNE-ALPES;Disponible;Poste pas concernée par des contraintes locales de réseau;Poste pas concernée par des contraintes locales de réseau
MEYZI;MEYZIEU;45.7616677328478;5.02670322347256;AUVERGNE-RHôNE-ALPES;Disponible;Poste en zones de soutirage HTA;Poste en zones de soutirage HTA et HTB
MEZEA;MEZEAUX;46.5271095160287;0.304833487235586;NOUVELLE-AQUITAINE;Disponible;Poste pas concernée par des contraintes locales de réseau;Poste pas concernée par des contraintes locales de réseau
MEZEL;MEZEL;45.7454227489471;3.23663017318119;AUVERGNE-RHôNE-ALPES;Disponible;Poste en zones de soutirage HTA;Poste en zones de soutirage HTA et HTB
MEZE5;MEZEROLLES;48.9333968926391;1.74302540761017;ÎLE-DE-FRANCE;Disponible;Poste pas concernée par des contraintes locales de réseau;Poste en zones de soutirage HTB
MEZIN;MEZIN;44.054616426095;0.270267260513335;NOUVELLE-AQUITAINE;Saturé;Poste pas concernée par des contraintes locales de réseau;Poste pas concernée par des contraintes locales de réseau
MIDOU;MIDOUR;43.7555163446459;-0.0263694442781965;OCCITANIE;Disponible;Poste pas concernée par des contraintes locales de réseau;Poste pas concernée par des contraintes locales de réseau
MIEGE;MIEGEBAT;42.9327569752048;-0.444156415859004;NOUVELLE-AQUITAINE;Disponible;Poste pas concernée par des contraintes locales de réseau;Poste pas concernée par des contraintes locales de réseau
MIGEN;MIGENNES;47.9595508622981;3.54436255238685;BOURGOGNE-FRANCHE-COMTé;Disponible;Poste en zones de soutirage HTA;Poste en zones de soutirage HTA et HTB
MIGNA;MIGNALOUX;46.5517179332007;0.400752747408975;NOUVELLE-AQUITAINE;Disponible;Poste pas concernée par des contraintes locales de réseau;Poste pas concernée par des contraintes locales de réseau
MILLA;MILLAU;44.0931095610021;3.07049626299606;OCCITANIE;Disponible;Poste en zones d'injection photovoltaïque HTA;Poste en zones d'injection photovoltaïque HTA et HTB
MILL5;MILLERY;45.6485002081396;4.77136505708103;AUVERGNE-RHôNE-ALPES;Disponible;Poste en zones de soutirage HTA;Poste en zones de soutirage HTA et HTB
MILLE;MILLERY;48.8067865918597;6.11953163806429;GRAND EST;Disponible;Poste pas concernée par des contraintes locales de réseau;Poste pas concernée par des contraintes locales de réseau
MIMIZ;MIMIZAN;44.1945269827782;-1.22930100140659;NOUVELLE-AQUITAINE;Disponible;Poste en zones d'injection photovoltaïque HTA;Poste en zones d'injection photovoltaïque HTA et HTB
MINIH;MINIHY;48.7661442260871;-3.24942070937073;BRETAGNE;Disponible;Poste pas concernée par des contraintes locales de réseau;Poste pas concernée par des contraintes locales de réseau
MINIM;MINIMES;46.1481990270919;-1.15101767911792;NOUVELLE-AQUITAINE;Disponible;Poste en zones de soutirage HTA;Poste en zones de soutirage HTA et HTB
MIOLL;MIOLLES;43.8802866073468;2.55463335756153;OCCITANIE;Disponible;Poste pas concernée par des contraintes locales de réseau;Poste pas concernée par des contraintes locales de réseau
MIONN;MIONNAY;45.8817124776289;4.90223495017662;AUVERGNE-RHôNE-ALPES;Disponible;Poste pas concernée par des contraintes locales de réseau;Poste pas concernée par des contraintes locales de réseau
MIONS;MIONS;45.6741748010378;4.97524220393933;AUVERGNE-RHôNE-ALPES;Disponible;Poste en zones de soutirage HTA;Poste en zones de soutirage HTA et HTB
MIRAM;MIRAMAS;43.5792320659382;5.01338045041478;PROVENCE-ALPES-CôTE D’AZUR;Disponible;Poste en zones d'injection photovoltaïque HTA;Poste en zones d'injection photovoltaïque HTA et HTB
M.SEN;MIRAMONT-SENSACQ;43.5929014184361;-0.306119726008689;NOUVELLE-AQUITAINE;Disponible;Poste en zones d'injection photovoltaïque HTA;Poste en zones d'injection photovoltaïque HTA et en zone soutirage HTB
MIRAN;MIRANDE;43.5206034145336;0.41854766576134;OCCITANIE;Disponible;Poste en zones d'injection photovoltaïque HTA;Poste en zones d'injection photovoltaïque HTA et HTB
MIREB;MIREBEAU;46.7774622045878;0.187819958606796;NOUVELLE-AQUITAINE;Disponible;Poste pas concernée par des contraintes locales de réseau;Poste pas concernée par des contraintes locales de réseau
MIREC;MIRECOURT;48.3028067884802;6.14625152495453;GRAND EST;Disponible;Poste pas concernée par des contraintes locales de réseau;Poste pas concernée par des contraintes locales de réseau
MIREP;MIREPOIX;43.0897085913594;1.8606537856877;OCCITANIE;Disponible;Poste en zones d'injection photovoltaïque HTA;Poste en zones d'injection photovoltaïque HTA et HTB
MIRIB;MIRIBEL;45.827695531176;4.97045507414713;AUVERGNE-RHôNE-ALPES;Disponible;Poste en zones de soutirage HTA;Poste en zones de soutirage HTA et HTB
MIST5;MISTROU;44.5190409925797;2.7845225222254;OCCITANIE;Disponible;Poste pas concernée par des contraintes locales de réseau;Poste pas concernée par des contraintes locales de réseau
M.MOR;MITRY-MORY;48.9668879757417;2.63101913876346;ÎLE-DE-FRANCE;Disponible;Poste en zones de soutirage HTA;Poste en zones de soutirage HTA et HTB
M.MO5;MITRY-MORY (SNCF);48.9665248452829;2.62990450647542;ÎLE-DE-FRANCE;Disponible;Poste pas concernée par des contraintes locales de réseau;Poste pas concernée par des contraintes locales de réseau
MOFFL;MOFFLAINES;50.2930706411145;2.81549140958646;HAUTS-DE-FRANCE;Disponible;Poste pas concernée par des contraintes locales de réseau;Poste pas concernée par des contraintes locales de réseau
MOHET;MOHET;49.9109842695517;2.91467300328553;HAUTS-DE-FRANCE;Disponible;Poste pas concernée par des contraintes locales de réseau;Poste pas concernée par des contraintes locales de réseau
MOHON;MOHON;49.7527848339924;4.73656442432757;GRAND EST;Disponible;Poste en zones de soutirage HTA;Poste en zones de soutirage HTA et HTB
MOIMO;MOIMONT;49.0912158048286;2.52861939687349;ÎLE-DE-FRANCE;Disponible;Poste en zones de soutirage HTA;Poste en zones de soutirage HTA et HTB
MOING;MOINGT;45.5962326468215;4.08005855044712;AUVERGNE-RHôNE-ALPES;Disponible;Poste en zones de soutirage HTA;Poste en zones de soutirage HTA et HTB
MOIRA;MOIRANS;45.3286045201663;5.55290326651855;AUVERGNE-RHôNE-ALPES;Disponible;Poste en zones de soutirage HTA;Poste en zones de soutirage HTA et HTB
MOISE;MOISENAY;48.5694319737142;2.75139052521366;ÎLE-DE-FRANCE;Disponible;Poste pas concernée par des contraintes locales de réseau;Poste pas concernée par des contraintes locales de réseau
MOISS;MOISSAC;44.1018697703742;1.07363394478857;OCCITANIE;Disponible;Poste pas concernée par des contraintes locales de réseau;Poste pas concernée par des contraintes locales de réseau
MOISY;MOISY;47.9035729487631;1.30813638007287;CENTRE-VAL DE LOIRE;Disponible;Poste en zones d'injection photovoltaïque HTA;Poste en zones d'injection photovoltaïque HTA et en zone soutirage HTB
MOLIE;MOLIERE;47.8809128450134;-0.337085267652065;PAYS DE LA LOIRE;Disponible;Poste pas concernée par des contraintes locales de réseau;Poste en zones de soutirage HTB
MOLIN;MOLINONS;48.224660478677;3.53126566383657;BOURGOGNE-FRANCHE-COMTé;Disponible;Poste en zones de soutirage HTA;Poste en zones de soutirage HTA et HTB
MOLLE;MOLLEPIERRE;46.9025163344842;4.75075526042767;BOURGOGNE-FRANCHE-COMTé;Disponible;Poste en zones de soutirage HTA;Poste en zones de soutirage HTA et HTB
MOLSH;MOLSHEIM;48.5323635769105;7.48899128197364;GRAND EST;Disponible;Poste pas concernée par des contraintes locales de réseau;Poste pas concernée par des contraintes locales de réseau
M.VIR;MONCEAUX-LA-VIROLE;45.5756297473577;1.83968944682211;NOUVELLE-AQUITAINE;Disponible;Poste en zones d'injection photovoltaïque HTA;Poste en zones d'injection photovoltaïque HTA et HTB
MONCO;MONCOUTANT;46.7425264798045;-0.596270077043123;NOUVELLE-AQUITAINE;Disponible;Poste pas concernée par des contraintes locales de réseau;Poste pas concernée par des contraintes locales de réseau
MOND5;MONDELANGE;49.2618259817318;6.17601499370911;GRAND EST;Disponible;Poste en zones de soutirage HTA;Poste en zones de soutirage HTA et HTB
MONDO;MONDOUBLEAU;47.9856978062493;0.908311765562567;CENTRE-VAL DE LOIRE;Disponible;Poste pas concernée par des contraintes locales de réseau;Poste pas concernée par des contraintes locales de réseau
MONDR;MONDRAGON;44.2302565190113;4.71296959048624;PROVENCE-ALPES-CôTE D’AZUR;Disponible;Poste pas concernée par des contraintes locales de réseau;Poste pas concernée par des contraintes locales de réseau
M.ALL;MONISTROL-D ALLIER;44.968028895496;3.64530648280195;AUVERGNE-RHôNE-ALPES;Disponible;Poste pas concernée par des contraintes locales de réseau;Poste pas concernée par des contraintes locales de réseau
MONLO;MONLOO;43.0739723082308;0.155573794320901;OCCITANIE;Disponible;Poste pas concernée par des contraintes locales de réseau;Poste pas concernée par des contraintes locales de réseau
MONNA;MONNAIE;47.5241585357039;0.781962772080466;CENTRE-VAL DE LOIRE;Disponible;Poste en zones de soutirage HTA;Poste en zones de soutirage HTA et HTB
M.PIN;Mont Pinson;49.4533274278113;4.43557366979002;GRAND EST;Disponible;Poste pas concernée par des contraintes locales de réseau;Poste pas concernée par des contraintes locales de réseau
M.HLA;Montagnes du Haut-Languedoc;43.6268174494339;2.82186898535892;OCCITANIE;En construction (déduit selon data Capareseau);Poste pas concernée par des contraintes locales de réseau;Poste pas concernée par des contraintes locales de réseau
MTAG5;MONTAGNETTE;43.8301381817692;4.73992581426224;PROVENCE-ALPES-CôTE D’AZUR;Disponible;Poste pas concernée par des contraintes locales de réseau;Poste pas concernée par des contraintes locales de réseau
MTAGN;MONTAGNY (LES BEAUNE);47.0012312581212;4.84535499350392;BOURGOGNE-FRANCHE-COMTé;Disponible;Poste en zones de soutirage HTA;Poste en zones de soutirage HTA et HTB
M.LAN;MONTAGNY-LES-LANCHES;45.8653364113327;6.05689992724156;AUVERGNE-RHôNE-ALPES;Disponible;Poste pas concernée par des contraintes locales de réseau;Poste pas concernée par des contraintes locales de réseau
MTAHU;MONTAHUT;43.5702124056878;2.94023638499123;OCCITANIE;Disponible;Poste pas concernée par des contraintes locales de réseau;Poste pas concernée par des contraintes locales de réseau
